NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
71,1,15,83,2,,29.383,2,31.172,2,26.616,2,139.4,26:15.6,41:15.6,00:29.4,00:31.2,00:26.6,NN,,,ROK ,250.0,Location 3,Free Practice 2
71,1,16,101,0,B,31.594,0,32.579,0,32.185,0,126.1,27:52.0,42:52.0,00:31.6,00:32.6,00:32.2,NN,,,ROK ,250.0,Location 3,Free Practice 2
71,1,17,87,0,,01:39.9,0,38.49,0,30.031,0,72.2,30:40.4,45:40.4,01:39.9,00:38.5,00:30.0,NN,01:09.9,,ROK ,,Location 3,Free Practice 2
8,1,1,99,0,,01:41.9,0,34.95,0,30.093,0,72.8,02:47.0,17:47.0,01:41.9,00:35.0,00:30.1,OTUR,01:08.1,,NIO ,,Location 3,Free Practice 2
8,1,2,125,0,,30.755,0,32.028,0,27.062,0,135.3,04:16.8,19:16.8,00:30.8,00:32.0,00:27.1,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,3,86,0,,30.525,0,32.144,0,27.364,0,135.0,05:46.9,20:46.9,00:30.5,00:32.1,00:27.4,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,4,71,0,,32.228,0,33.049,0,29.47,0,128.3,07:21.6,22:21.6,00:32.2,00:33.0,00:29.5,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,5,72,0,,32.135,0,33.009,0,28.2,0,130.2,08:55.0,23:55.0,00:32.1,00:33.0,00:28.2,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,6,123,0,,32.414,0,33.111,0,28.138,0,129.8,10:28.6,25:28.6,00:32.4,00:33.1,00:28.1,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,7,109,0,B,32.279,0,33.144,0,33.214,0,123.2,12:07.3,27:07.3,00:32.3,00:33.1,00:33.2,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,8,73,0,,04:08.1,0,37.547,0,33.598,0,38.1,17:26.5,32:26.5,04:08.1,00:37.5,00:33.6,OTUR,03:38.6,,NIO ,,Location 3,Free Practice 2
8,1,9,72,0,,34.717,0,41.018,0,35.834,0,108.9,19:18.0,34:18.0,00:34.7,00:41.0,00:35.8,OTUR,,,NIO ,235.0,Location 3,Free Practice 2
8,1,10,84,0,,29.898,0,31.638,0,26.624,0,137.9,20:46.2,35:46.2,00:29.9,00:31.6,00:26.6,OTUR,,,NIO ,250.0,Location 3,Free Practice 2
8,1,11,72,0,B,34.871,0,35.311,0,33.59,0,117.1,22:30.0,37:30.0,00:34.9,00:35.3,00:33.6,OTUR,,,NIO ,,Location 3,Free Practice 2
8,1,12,81,0,,04:26.6,0,39.159,0,32.573,0,35.9,28:08.3,43:08.3,04:26.6,00:39.2,00:32.6,OTUR,03:56.3,,NIO ,250.0,Location 3,Free Practice 2
8,1,13,88,2,,29.649,2,31.468,2,26.48,2,138.7,29:35.9,44:35.9,00:29.6,00:31.5,00:26.5,OTUR,,,NIO ,250.0,Location 3,Free Practice 2
8,1,14,73,0,,33.773,0,38.328,0,29.415,0,119.7,31:17.4,46:17.4,00:33.8,00:38.3,00:29.4,OTUR,,,NIO ,250.0,Location 3,Free Practice 2
88,1,1,68,0,,01:46.2,0,34.078,0,28.64,0,71.9,02:49.0,17:49.0,01:46.2,00:34.1,00:28.6,TB,01:15.2,,NIOO,,Location 3,Free Practice 2
88,1,2,70,0,,32.385,0,33.355,0,28.983,0,128.3,04:23.7,19:23.7,00:32.4,00:33.4,00:29.0,TB,,,NIOO,,Location 3,Free Practice 2
88,1,3,143,0,,32.018,0,33.099,0,28.056,0,130.4,05:56.8,20:56.8,00:32.0,00:33.1,00:28.1,TB,,,NIOO,,Location 3,Free Practice 2
88,1,4,88,0,,31.734,0,32.958,0,27.993,0,131.1,07:29.5,22:29.5,00:31.7,00:33.0,00:28.0,TB,,,NIOO,,Location 3,Free Practice 2
88,1,5,88,0,,34.222,0,39.244,0,30.038,0,117.4,09:13.0,24:13.0,00:34.2,00:39.2,00:30.0,TB,,,NIOO,,Location 3,Free Practice 2
88,1,6,101,0,,30.679,0,32.092,0,27.304,0,134.9,10:43.1,25:43.1,00:30.7,00:32.1,00:27.3,TB,,,NIOO,,Location 3,Free Practice 2
88,1,7,161,0,,37.437,0,38.985,0,31.606,0,112.5,12:31.1,27:31.1,00:37.4,00:39.0,00:31.6,TB,,,NIOO,,Location 3,Free Practice 2
88,1,8,92,0,,30.703,0,32.001,0,27.232,0,135.1,14:01.1,29:01.1,00:30.7,00:32.0,00:27.2,TB,,,NIOO,,Location 3,Free Practice 2
88,1,9,90,0,B,30.78,0,33.991,0,33.531,0,123.6,15:39.4,30:39.4,00:30.8,00:34.0,00:33.5,TB,,,NIOO,,Location 3,Free Practice 2
88,1,10,73,0,,02:23.6,0,36.598,0,34.44,0,56.6,19:14.0,34:14.0,02:23.6,00:36.6,00:34.4,TB,01:55.3,,NIOO,,Location 3,Free Practice 2
88,1,11,106,0,,32.533,0,39.507,0,33.052,0,115.6,20:59.1,35:59.1,00:32.5,00:39.5,00:33.1,TB,,,NIOO,235.0,Location 3,Free Practice 2
88,1,12,95,0,,29.851,0,31.453,0,26.925,0,137.8,22:27.3,37:27.3,00:29.9,00:31.5,00:26.9,TB,,,NIOO,250.0,Location 3,Free Practice 2
88,1,13,156,0,B,33.815,0,34.805,0,32.545,0,120.1,24:08.5,39:08.5,00:33.8,00:34.8,00:32.5,TB,,,NIOO,,Location 3,Free Practice 2
88,1,14,112,0,,03:37.0,0,37.947,0,27.914,0,43.0,28:51.3,43:51.3,03:37.0,00:37.9,00:27.9,TB,03:06.6,,NIOO,250.0,Location 3,Free Practice 2
88,1,15,118,2,,29.678,2,31.202,2,26.242,3,139.5,30:18.5,45:18.4,00:29.7,00:31.2,00:26.2,TB,,,NIOO,250.0,Location 3,Free Practice 2
94,1,1,96,0,,02:06.3,0,35.749,0,29.165,0,63.6,03:11.2,18:11.2,02:06.3,00:35.7,00:29.2,AL,01:31.1,,MAHINDRAd,,Location 3,Free Practice 2
94,1,2,99,0,,31.865,0,33.253,0,27.852,0,130.7,04:44.2,19:44.2,00:31.9,00:33.3,00:27.9,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,3,89,0,,31.548,0,32.999,0,27.769,0,131.7,06:16.5,21:16.5,00:31.5,00:33.0,00:27.8,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,4,101,0,,31.397,0,33.155,0,28.048,0,131.2,07:49.1,22:49.1,00:31.4,00:33.2,00:28.0,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,5,88,0,,31.63,0,33.125,0,28.093,0,130.9,09:21.9,24:21.9,00:31.6,00:33.1,00:28.1,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,6,99,0,,30.626,0,31.943,0,27.616,0,134.8,10:52.1,25:52.1,00:30.6,00:31.9,00:27.6,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,7,86,0,,39.078,0,35.196,0,32.553,0,113.8,12:38.9,27:38.9,00:39.1,00:35.2,00:32.6,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,8,105,0,B,30.485,0,32.09,0,34.524,0,125.2,14:16.0,29:16.0,00:30.5,00:32.1,00:34.5,AL,,,MAHINDRAd,,Location 3,Free Practice 2
94,1,9,99,0,,05:03.0,0,38.65,0,28.93,0,32.8,20:26.6,35:26.6,05:03.0,00:38.6,00:28.9,AL,04:32.1,,MAHINDRAd,250.0,Location 3,Free Practice 2
94,1,10,129,0,,29.727,0,31.346,0,26.592,0,138.6,21:54.3,36:54.3,00:29.7,00:31.3,00:26.6,AL,,,MAHINDRAd,250.0,Location 3,Free Practice 2
94,1,11,69,0,B,34.166,0,33.359,0,35.958,0,117.4,23:37.7,38:37.7,00:34.2,00:33.4,00:36.0,AL,,,MAHINDRAd,235.0,Location 3,Free Practice 2
94,1,12,71,0,,03:59.5,0,34.567,0,28.24,0,40.2,28:40.0,43:40.0,03:59.5,00:34.6,00:28.2,AL,03:27.8,,MAHINDRAd,250.0,Location 3,Free Practice 2
94,1,13,92,2,,29.412,2,31.099,2,26.459,2,139.7,30:07.0,45:07.0,00:29.4,00:31.1,00:26.5,AL,,,MAHINDRAd,250.0,Location 3,Free Practice 2
99,1,1,93,0,,01:07.4,0,37.46,0,36.711,0,85.9,02:21.5,17:21.5,01:07.4,00:37.5,00:36.7,PWEHRL,00:33.8,,TAG ,,Location 3,Free Practice 2
99,1,2,87,0,,32.496,0,35.295,0,32.469,0,121.2,04:01.8,19:01.8,00:32.5,00:35.3,00:32.5,PWEHRL,,,TAG ,235.0,Location 3,Free Practice 2
99,1,3,103,0,,29.898,0,31.461,0,26.717,0,138.0,05:29.9,20:29.9,00:29.9,00:31.5,00:26.7,PWEHRL,,,TAG ,250.0,Location 3,Free Practice 2
99,1,4,119,0,,31.679,0,33.47,0,28.089,0,130.4,07:03.1,22:03.1,00:31.7,00:33.5,00:28.1,PWEHRL,,,TAG ,235.0,Location 3,Free Practice 2
99,1,5,68,0,,31.869,0,33.337,0,28.067,0,130.3,08:36.4,23:36.4,00:31.9,00:33.3,00:28.1,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,6,175,0,,31.897,0,33.171,0,27.973,0,130.6,10:09.4,25:09.4,00:31.9,00:33.2,00:28.0,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,7,85,0,B,31.88,0,33.845,0,31.639,0,124.8,11:46.8,26:46.8,00:31.9,00:33.8,00:31.6,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,8,87,0,,01:55.0,0,32.699,0,33.415,0,67.1,14:47.9,29:47.9,01:55.0,00:32.7,00:33.4,PWEHRL,01:24.5,,TAG ,,Location 3,Free Practice 2
99,1,9,132,0,,30.423,0,31.818,0,26.944,0,136.3,16:17.1,31:17.1,00:30.4,00:31.8,00:26.9,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,10,126,0,,30.339,0,32.04,0,27.163,0,135.7,17:46.6,32:46.6,00:30.3,00:32.0,00:27.2,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,11,93,0,,41.589,0,41.517,0,30.128,0,107.3,19:39.9,34:39.9,00:41.6,00:41.5,00:30.1,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,12,126,0,,30.501,0,31.959,0,27.333,0,135.4,21:09.7,36:09.7,00:30.5,00:32.0,00:27.3,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,13,94,0,B,31.835,0,33.195,0,31.214,0,126.3,22:45.9,37:45.9,00:31.8,00:33.2,00:31.2,PWEHRL,,,TAG ,,Location 3,Free Practice 2
99,1,14,142,0,,03:45.3,0,34.47,0,35.544,0,41.2,27:41.2,42:41.2,03:45.3,00:34.5,00:35.5,PWEHRL,03:13.8,,TAG ,250.0,Location 3,Free Practice 2
99,1,15,105,2,,29.488,2,31.337,2,26.471,2,139.2,29:08.5,44:08.5,00:29.5,00:31.3,00:26.5,PWEHRL,,,TAG ,250.0,Location 3,Free Practice 2
99,1,16,120,0,,33.095,0,35.732,0,30.925,0,121.8,30:48.3,45:48.3,00:33.1,00:35.7,00:30.9,PWEHRL,,,TAG ,,Location 3,Free Practice 2
10,1,1,96,0,,02:41.2,0,34.619,0,32.996,0,53.1,03:48.8,03:48.8,02:41.2,00:34.6,00:33.0,SB,02:10.4,1.0,JR,250.0,Location 3,Qualifying Group 1
10,1,2,90,2,,29.61,2,31.426,2,26.583,2,138.7,05:16.4,05:16.4,00:29.6,00:31.4,00:26.6,SB,,1.0,JR,250.0,Location 3,Qualifying Group 1
17,1,1,76,0,,45.388,0,35.792,0,32.819,0,106.6,01:54.0,01:54.0,00:45.4,00:35.8,00:32.8,NVR,00:11.5,1.0,ME,,Location 3,Qualifying Group 1
17,1,2,89,0,,35.266,0,36.705,0,30.399,0,118.7,03:36.4,03:36.4,00:35.3,00:36.7,00:30.4,NVR,,1.0,ME,250.0,Location 3,Qualifying Group 1
17,1,3,123,2,,29.333,4,31.203,2,26.378,2,139.8,05:03.3,05:03.3,00:29.3,00:31.2,00:26.4,NVR,,1.0,ME,250.0,Location 3,Qualifying Group 1
20,1,1,153,0,,02:43.1,0,34.312,0,34.059,0,52.5,03:51.5,03:51.5,02:43.1,00:34.3,00:34.1,MEV,02:12.7,1.0,JE,250.0,Location 3,Qualifying Group 1
20,1,2,89,2,,29.626,2,31.125,2,26.691,2,139.0,05:18.9,05:18.9,00:29.6,00:31.1,00:26.7,MEV,,1.0,JE,250.0,Location 3,Qualifying Group 1
4,1,1,87,0,,01:02.5,0,33.868,0,29.921,0,96.3,02:06.3,02:06.3,01:02.5,00:33.9,00:29.9,RFRI,00:30.3,1.0,EF,,Location 3,Qualifying Group 1
4,1,2,85,0,,34.042,0,36.625,0,33.82,0,116.3,03:50.8,03:50.8,00:34.0,00:36.6,00:33.8,RFRI,,1.0,EF,250.0,Location 3,Qualifying Group 1
4,1,3,105,2,,29.531,2,31.081,2,26.705,2,139.2,05:18.1,05:18.1,00:29.5,00:31.1,00:26.7,RFRI,,1.0,EF,250.0,Location 3,Qualifying Group 1
5,1,1,94,0,,54.275,0,37.937,0,30.587,0,99.0,02:02.8,02:02.8,00:54.3,00:37.9,00:30.6,SVANDOO,00:19.0,1.0,Ml,,Location 3,Qualifying Group 1
5,1,2,86,0,,36.263,0,35.504,0,30.35,0,119.0,03:44.9,03:44.9,00:36.3,00:35.5,00:30.3,SVANDOO,,1.0,Ml,250.0,Location 3,Qualifying Group 1
5,1,3,88,4,,29.363,2,31.118,2,26.358,4,140.0,05:11.8,05:11.8,00:29.4,00:31.1,00:26.4,SVANDOO,,1.0,Ml,250.0,Location 3,Qualifying Group 1
99,1,1,135,0,,02:40.8,0,34.374,0,32.791,0,53.3,03:47.9,03:47.9,02:40.8,00:34.4,00:32.8,PWEHRL,02:07.9,1.0,TAG ,250.0,Location 3,Qualifying Group 1
99,1,2,84,2,,29.555,2,31.041,4,26.412,2,139.7,05:14.9,05:14.9,00:29.6,00:31.0,00:26.4,PWEHRL,,1.0,TAG ,250.0,Location 3,Qualifying Group 1
10,1,1,121,0,,01:23.8,0,36.841,0,29.517,0,80.9,02:30.2,22:30.2,01:23.8,00:36.8,00:29.5,SB,00:47.4,,JR,,Location 3,Free Practice 1
10,1,2,71,0,B,33.976,0,01:03.9,0,33.343,0,92.7,04:41.4,24:41.4,00:34.0,01:03.9,00:33.3,SB,,,JR,,Location 3,Free Practice 1
10,1,3,90,0,,01:19.1,0,39.722,0,28.652,0,82.4,07:08.8,27:08.8,01:19.1,00:39.7,00:28.7,SB,00:48.8,,JR,,Location 3,Free Practice 1
10,1,4,98,0,B,32.521,0,33.435,0,32.263,0,123.7,08:47.1,28:47.1,00:32.5,00:33.4,00:32.3,SB,,,JR,,Location 3,Free Practice 1
10,1,5,85,0,,01:19.2,0,33.631,0,28.207,0,86.2,11:08.1,31:08.1,01:19.2,00:33.6,00:28.2,SB,00:46.9,,JR,,Location 3,Free Practice 1
10,1,6,89,0,,31.944,0,33.272,0,28.098,0,130.2,12:41.4,32:41.4,00:31.9,00:33.3,00:28.1,SB,,,JR,,Location 3,Free Practice 1
10,1,7,123,0,,31.904,0,33.056,0,28.078,0,130.6,14:14.4,34:14.4,00:31.9,00:33.1,00:28.1,SB,,,JR,,Location 3,Free Practice 1
10,1,8,94,0,,31.725,0,33.046,0,28.136,0,130.8,15:47.3,35:47.3,00:31.7,00:33.0,00:28.1,SB,,,JR,,Location 3,Free Practice 1
10,1,9,86,0,,,0,,0,28.052,0,131.0,17:20.1,37:20.1,,,00:28.1,SB,,,JR,,Location 3,Free Practice 1
10,1,10,88,0,,41.346,0,40.925,0,30.476,0,107.8,19:12.9,39:12.9,00:41.3,00:40.9,00:30.5,SB,,,JR,,Location 3,Free Practice 1
10,1,11,100,0,,30.702,0,,0,,0,134.3,20:43.4,40:43.4,00:30.7,,,SB,,,JR,,Location 3,Free Practice 1
10,1,12,108,0,B,31.587,0,33.616,0,33.469,0,123.2,22:22.0,42:22.0,00:31.6,00:33.6,00:33.5,SB,,,JR,,Location 3,Free Practice 1
10,1,13,90,0,,06:30.7,0,35.583,0,30.411,0,26.6,29:58.8,49:58.8,06:30.7,00:35.6,00:30.4,SB,06:01.6,,JR,,Location 3,Free Practice 1
10,1,14,109,0,,40.391,0,42.652,0,32.007,0,105.6,31:53.8,51:53.8,00:40.4,00:42.7,00:32.0,SB,,,JR,250.0,Location 3,Free Practice 1
10,1,15,97,0,,29.943,0,31.818,0,27.219,0,136.6,33:22.8,53:22.8,00:29.9,00:31.8,00:27.2,SB,,,JR,235.0,Location 3,Free Practice 1
10,1,16,112,0,,32.52,0,34.144,0,28.523,0,127.7,34:58.0,54:58.0,00:32.5,00:34.1,00:28.5,SB,,,JR,235.0,Location 3,Free Practice 1
10,1,17,105,0,B,31.878,0,,0,,0,125.2,36:35.0,56:35.0,00:31.9,,,SB,,,JR,,Location 3,Free Practice 1
10,1,18,71,0,,05:08.0,0,32.792,0,28.031,0,33.0,42:43.8,02:43.8,05:08.0,00:32.8,00:28.0,SB,04:41.3,,JR,250.0,Location 3,Free Practice 1
10,1,19,81,2,,29.622,2,31.491,2,26.942,2,138.0,44:11.9,04:11.9,00:29.6,00:31.5,00:26.9,SB,,,JR,250.0,Location 3,Free Practice 1
10,1,20,88,0,,32.302,0,33.252,0,28.219,0,129.6,45:45.7,05:45.7,00:32.3,00:33.3,00:28.2,SB,,,JR,250.0,Location 3,Free Practice 1
11,1,1,86,0,,01:11.6,0,35.851,0,28.743,0,89.2,02:16.2,22:16.2,01:11.6,00:35.9,00:28.7,LGRA,00:36.2,,AD,,Location 3,Free Practice 1
11,1,2,103,0,B,31.644,0,36.488,0,01:00.6,0,94.4,04:24.9,24:24.9,00:31.6,00:36.5,01:00.6,LGRA,,,AD,,Location 3,Free Practice 1
11,1,3,84,0,,01:22.9,0,34.96,0,29.224,0,82.6,06:52.0,26:52.0,01:22.9,00:35.0,00:29.2,LGRA,00:52.4,,AD,,Location 3,Free Practice 1
11,1,4,87,0,,33.201,0,33.921,0,28.835,0,126.7,08:28.0,28:28.0,00:33.2,00:33.9,00:28.8,LGRA,,,AD,,Location 3,Free Practice 1
11,1,5,120,0,,32.511,0,34.05,0,28.394,0,128.0,10:02.9,30:02.9,00:32.5,00:34.1,00:28.4,LGRA,,,AD,,Location 3,Free Practice 1
11,1,6,90,0,,32.081,0,33.465,0,28.417,0,129.3,11:36.9,31:36.9,00:32.1,00:33.5,00:28.4,LGRA,,,AD,,Location 3,Free Practice 1
11,1,7,99,0,,32.344,0,35.991,0,30.014,0,123.6,13:15.2,33:15.2,00:32.3,00:36.0,00:30.0,LGRA,,,AD,,Location 3,Free Practice 1
11,1,8,199,0,,30.912,0,33.136,0,27.979,0,132.1,14:47.3,34:47.3,00:30.9,00:33.1,00:28.0,LGRA,,,AD,,Location 3,Free Practice 1
11,1,9,89,0,,30.683,0,42.965,0,38.534,0,108.3,16:39.4,36:39.4,00:30.7,00:43.0,00:38.5,LGRA,,,AD,,Location 3,Free Practice 1
11,1,10,90,0,,30.654,0,32.468,0,27.779,0,133.7,18:10.3,38:10.3,00:30.7,00:32.5,00:27.8,LGRA,,,AD,,Location 3,Free Practice 1
11,1,11,72,0,,32.288,0,33.837,0,28.783,0,128.1,19:45.3,39:45.3,00:32.3,00:33.8,00:28.8,LGRA,,,AD,,Location 3,Free Practice 1
11,1,12,72,0,B,32.328,0,34.047,0,32.643,0,122.7,21:24.3,41:24.3,00:32.3,00:34.0,00:32.6,LGRA,,,AD,,Location 3,Free Practice 1
11,1,13,71,0,,06:55.0,0,36.101,0,27.559,0,25.4,29:22.9,49:22.9,06:55.0,00:36.1,00:27.6,LGRA,06:26.5,,AD,,Location 3,Free Practice 1
11,1,14,130,0,,31.543,0,34.783,0,29.857,0,126.4,30:59.1,50:59.1,00:31.5,00:34.8,00:29.9,LGRA,,,AD,250.0,Location 3,Free Practice 1
11,1,15,88,0,,30.143,0,32.171,0,27.188,0,135.8,32:28.6,52:28.6,00:30.1,00:32.2,00:27.2,LGRA,,,AD,250.0,Location 3,Free Practice 1
11,1,16,85,0,B,33.073,0,33.444,0,33.135,0,122.0,34:08.3,54:08.3,00:33.1,00:33.4,00:33.1,LGRA,,,AD,,Location 3,Free Practice 1
11,1,17,74,0,,06:13.0,0,34.079,0,35.878,0,27.4,41:31.2,01:31.2,06:13.0,00:34.1,00:35.9,LGRA,05:43.6,,AD,250.0,Location 3,Free Practice 1
11,1,18,93,2,,29.584,2,31.815,2,27.128,2,137.3,42:59.7,02:59.7,00:29.6,00:31.8,00:27.1,LGRA,,,AD,250.0,Location 3,Free Practice 1
11,1,19,71,0,,35.282,0,39.678,0,28.222,0,117.8,44:42.9,04:42.9,00:35.3,00:39.7,00:28.2,LGRA,,,AD,250.0,Location 3,Free Practice 1
11,1,20,108,0,,30.408,0,32.217,0,27.618,0,134.7,46:13.1,06:13.1,00:30.4,00:32.2,00:27.6,LGRA,,,AD,,Location 3,Free Practice 1
13,1,1,73,0,,55.974,0,35.897,0,29.173,0,100.4,02:01.0,22:01.0,00:56.0,00:35.9,00:29.2,ACO,00:19.2,,DSo,,Location 3,Free Practice 1
13,1,2,83,0,,33.206,0,33.801,0,56.278,0,98.6,04:04.3,24:04.3,00:33.2,00:33.8,00:56.3,ACO,,,DSo,,Location 3,Free Practice 1
13,1,3,72,0,,36.498,0,33.351,0,28.568,0,123.5,05:42.7,25:42.7,00:36.5,00:33.4,00:28.6,ACO,,,DSo,,Location 3,Free Practice 1
13,1,4,70,0,,31.938,0,33.941,0,28.513,0,128.8,07:17.1,27:17.1,00:31.9,00:33.9,00:28.5,ACO,,,DSo,,Location 3,Free Practice 1
13,1,5,100,0,,32.392,0,33.464,0,28.538,0,128.8,08:51.5,28:51.5,00:32.4,00:33.5,00:28.5,ACO,,,DSo,,Location 3,Free Practice 1
13,1,6,70,0,,31.881,0,33.439,0,28.43,0,129.6,10:25.3,30:25.3,00:31.9,00:33.4,00:28.4,ACO,,,DSo,,Location 3,Free Practice 1
13,1,7,88,0,,38.891,0,38.521,0,34.379,0,108.7,12:17.1,32:17.1,00:38.9,00:38.5,00:34.4,ACO,,,DSo,,Location 3,Free Practice 1
13,1,8,84,0,,30.66,0,32.468,0,27.623,0,133.9,13:47.8,33:47.8,00:30.7,00:32.5,00:27.6,ACO,,,DSo,,Location 3,Free Practice 1
13,1,9,119,0,,43.536,0,41.538,0,32.187,0,103.6,15:45.1,35:45.1,00:43.5,00:41.5,00:32.2,ACO,,,DSo,,Location 3,Free Practice 1
13,1,10,93,0,,30.511,0,32.288,0,27.561,0,134.5,17:15.4,37:15.4,00:30.5,00:32.3,00:27.6,ACO,,,DSo,,Location 3,Free Practice 1
13,1,11,88,0,B,36.38,0,33.73,0,32.021,0,119.0,18:57.6,38:57.6,00:36.4,00:33.7,00:32.0,ACO,,,DSo,,Location 3,Free Practice 1
13,1,12,118,0,,07:47.6,0,35.825,0,30.012,0,22.8,27:51.0,47:51.0,07:47.6,00:35.8,00:30.0,ACO,07:15.7,,DSo,,Location 3,Free Practice 1
13,1,13,158,0,,30.614,0,32.019,0,27.801,0,134.4,29:21.5,49:21.5,00:30.6,00:32.0,00:27.8,ACO,,,DSo,,Location 3,Free Practice 1
13,1,14,77,0,,43.375,0,38,0,29.229,0,109.9,31:12.1,51:12.1,00:43.4,00:38.0,00:29.2,ACO,,,DSo,,Location 3,Free Practice 1
13,1,15,86,0,,30.959,0,32.473,0,27.491,0,133.7,32:43.0,52:43.0,00:31.0,00:32.5,00:27.5,ACO,,,DSo,,Location 3,Free Practice 1
13,1,16,96,0,,41.312,0,43.099,0,29.393,0,106.8,34:36.8,54:36.8,00:41.3,00:43.1,00:29.4,ACO,,,DSo,250.0,Location 3,Free Practice 1
13,1,17,106,0,,29.821,0,31.993,0,27.091,0,136.7,36:05.7,56:05.7,00:29.8,00:32.0,00:27.1,ACO,,,DSo,250.0,Location 3,Free Practice 1
13,1,18,93,0,B,32.441,0,35.868,0,34.792,0,117.9,37:48.8,57:48.8,00:32.4,00:35.9,00:34.8,ACO,,,DSo,235.0,Location 3,Free Practice 1
13,1,19,90,0,,01:47.0,0,37.341,0,29.22,0,70.0,40:42.3,00:42.3,01:47.0,00:37.3,00:29.2,ACO,01:12.9,,DSo,250.0,Location 3,Free Practice 1
13,1,20,92,3,,29.438,2,31.295,2,26.505,3,139.3,42:09.5,02:09.5,00:29.4,00:31.3,00:26.5,ACO,,,DSo,250.0,Location 3,Free Practice 1
13,1,21,91,0,,33.81,0,49.685,0,34.214,0,103.3,44:07.3,04:07.3,00:33.8,00:49.7,00:34.2,ACO,,,DSo,250.0,Location 3,Free Practice 1
13,1,22,95,0,,30.297,0,31.738,0,27.249,0,136.1,45:36.5,05:36.5,00:30.3,00:31.7,00:27.2,ACO,,,DSo,,Location 3,Free Practice 1
17,1,1,102,0,,01:10.4,0,37.566,0,32.784,0,86.4,02:20.7,22:20.7,01:10.4,00:37.6,00:32.8,NVR,00:34.7,,ME,,Location 3,Free Practice 1
17,1,2,100,0,,31.715,0,41.23,0,53.732,0,95.9,04:27.4,24:27.4,00:31.7,00:41.2,00:53.7,NVR,,,ME,,Location 3,Free Practice 1
17,1,3,87,0,,31.827,0,32.931,0,28.385,0,130.5,06:00.6,26:00.6,00:31.8,00:32.9,00:28.4,NVR,,,ME,,Location 3,Free Practice 1
17,1,4,103,0,,31.599,0,32.999,0,28.352,0,130.8,07:33.5,27:33.5,00:31.6,00:33.0,00:28.4,NVR,,,ME,,Location 3,Free Practice 1
17,1,5,85,0,,31.596,0,33.059,0,28.529,0,130.4,09:06.7,29:06.7,00:31.6,00:33.1,00:28.5,NVR,,,ME,,Location 3,Free Practice 1
17,1,6,81,0,,31.609,0,32.981,0,28.535,0,130.5,10:39.8,30:39.8,00:31.6,00:33.0,00:28.5,NVR,,,ME,,Location 3,Free Practice 1
17,1,7,84,0,,31.607,0,32.965,0,28.535,0,130.5,12:12.9,32:12.9,00:31.6,00:33.0,00:28.5,NVR,,,ME,,Location 3,Free Practice 1
17,1,8,183,0,,31.641,0,33.167,0,28.243,0,130.6,13:46.0,33:46.0,00:31.6,00:33.2,00:28.2,NVR,,,ME,,Location 3,Free Practice 1
17,1,9,84,0,,31.943,0,33.553,0,28.648,0,129.1,15:20.1,35:20.1,00:31.9,00:33.6,00:28.6,NVR,,,ME,,Location 3,Free Practice 1
17,1,10,113,0,,31.881,0,33.429,0,28.651,0,129.3,16:54.1,36:54.1,00:31.9,00:33.4,00:28.7,NVR,,,ME,,Location 3,Free Practice 1
17,1,11,48,0,B,31.814,0,34.73,0,33.709,0,121.2,18:34.3,38:34.3,00:31.8,00:34.7,00:33.7,NVR,,,ME,,Location 3,Free Practice 1
17,1,12,109,0,,04:34.1,0,34.111,0,30.795,0,35.8,24:13.4,44:13.4,04:34.1,00:34.1,00:30.8,NVR,04:06.5,,ME,,Location 3,Free Practice 1
17,1,13,136,0,,30.485,0,32.22,0,27.409,0,134.9,25:43.5,45:43.5,00:30.5,00:32.2,00:27.4,NVR,,,ME,,Location 3,Free Practice 1
17,1,14,109,0,,36.679,0,40.962,0,34.587,0,108.3,27:35.7,47:35.7,00:36.7,00:41.0,00:34.6,NVR,,,ME,250.0,Location 3,Free Practice 1
