Lap_Number,Lap_Time,Lap_Improvement,S1,S1_Improvement,S2,S2_Improvement,S3,S3_Improvement,Kph,Elapsed,Driver_Name,Pit_Time,Team,Power,Location,Event,Air_Temp,Track_Temp,Humidity,Pressure,Wind_Speed,Wind_Direction,Rain
3,105,0,38.532,0,50.126,0,30.189,0,68.2,362.8,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2085,24,6539,101493,2184,9,0
4,91,0,30.523,0,32.452,0,29.148,0,88,455,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,142,0,26.159,0,31.49,0,28.674,0,93.9,541.3,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2062,24,6625,101491,977,117,0
6,100,0,26.202,0,31.395,0,28.297,0,94.4,627.2,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,80,0,26.249,0,31.095,0,28.231,0,94.7,712.8,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,68,0,28.507,0,37.546,0,33.925,0,81.1,812.7,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,163,0,25.852,0,30.592,0,27.894,0,96.1,897.1,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,168,0,31.87,0,38.551,0,34.036,0,77.6,1001.5,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,103,0,25.813,0,38.754,0,32.186,0,83.8,1098.3,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2059,238,6588,101477,1456,358,0
12,82,0,25.667,0,30.421,0,27.907,0,96.5,1182.3,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,70,0,30.125,0,34.046,0,35.246,0,81.5,1281.7,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2024,236,6657,101472,878,322,0
14,73,0,412.1,0,38.126,0,32.815,0,16.8,1764.8,EMORT,26.73478261,ROKo,235,Location 7,Free Practice 1,2038,237,6744,101464,1547,68,0
15,100,0,25.267,0,29.698,0,27.458,0,98.4,1847.2,EMORT,26.73478261,ROKo,235,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
16,86,0,29.282,0,37.206,0,33.547,0,81,1947.2,EMORT,26.73478261,ROKo,235,Location 7,Free Practice 1,2064,237,6647,101461,149,75,0
17,104,0,25.383,0,30.205,0,27.487,0,97.6,2030.3,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
18,84,0,28.985,0,35.74,0,36.629,0,80,2131.7,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2031,235,6704,101457,1848,352,0
19,89,0,105.4,0,34.933,0,30.602,0,47.4,2302.6,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2024,232,6675,101454,1522,10,0
20,86,0,27.306,0,33.428,0,32.101,0,87.3,2395.5,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2008,232,6744,101453,2781,66,0
21,88,2,25.122,2,29.572,2,27.351,2,98.8,2477.5,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2003,232,6946,101451,1065,13,0
22,70,0,28.08,0,33.098,0,34.691,0,84.6,2573.4,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,2009,232,6758,101451,155,13,0
23,115,0,101.2,0,38.324,0,30.645,0,47.6,2743.6,EMORT,26.73478261,ROKo,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,95,0,39.823,0,36.216,0,30.308,0,76.2,106.3,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,208,242,6599,101493,2194,50,0
2,90,0,27.303,0,32.344,0,32.206,0,88.3,198.2,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,119,0,26.35,0,45.68,0,48.455,0,67.3,318.7,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,102,0,26.262,0,31.324,0,28.792,0,93.9,405.1,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2085,24,6539,101493,2184,9,0
5,107,0,26.215,0,31.183,0,28.314,0,94.6,490.8,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,83,0,26.111,0,30.946,0,28.331,0,94.9,576.2,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2062,24,6625,101491,977,117,0
7,70,0,26.081,0,30.96,0,28.408,0,94.9,661.6,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,70,0,26.502,0,31.326,0,28.503,0,93.9,747.9,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2098,24,663,101489,1383,45,0
9,100,0,28.65,0,34.414,0,36.301,0,81.6,847.3,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,93,0,320,0,37.572,0,32.85,0,20.8,1237.7,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2029,237,6662,101473,1277,328,0
11,69,0,29.892,0,35.609,0,32.489,0,82.7,1335.7,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2023,235,667,101472,61,44,0
12,71,0,25.752,0,30.672,0,27.875,0,96.2,1420,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2051,235,6599,101471,1078,64,0
13,83,0,32.642,0,36.932,0,31.523,0,80.2,1521.1,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2081,237,6682,10147,1176,96,0
14,93,0,25.431,0,30.19,0,27.824,0,97.2,1604.6,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2057,237,6948,101464,11,50,0
15,68,0,31.18,0,40.635,0,36.841,0,74.6,1713.2,SVANDOO,16.84,Ml,235,Location 7,Free Practice 1,2064,237,666,101467,1326,60,0
16,71,0,25.241,0,29.83,0,27.948,0,97.7,1796.2,SVANDOO,16.84,Ml,235,Location 7,Free Practice 1,2038,237,6744,101464,1547,68,0
17,182,0,30.707,0,44.541,0,34.346,0,74,1905.8,SVANDOO,16.84,Ml,235,Location 7,Free Practice 1,2032,237,6807,10146,1274,44,0
18,71,0,25.414,0,30.287,0,27.703,0,97.2,1989.2,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
19,97,0,30.458,0,37.018,0,37.923,0,76.9,2094.6,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2045,236,6693,101462,224,353,0
20,121,0,78.2,0,38.769,0,32.16,0,54.4,2243.8,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2028,233,6681,101457,414,17,0
21,103,0,30.581,0,35.518,0,32.34,0,82.4,2342.2,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2008,232,6744,101453,2781,66,0
22,103,2,24.889,2,29.534,2,27.392,2,99.1,2424,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2003,232,6886,101449,113,81,0
23,86,0,29.038,0,36.986,0,34.917,0,80.3,2525,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,2009,232,6758,101451,155,13,0
24,100,0,86.3,0,32.8,0,33.4,0,53.2,2677.5,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,1999,23,6767,101451,216,60,0
25,72,0,25.42,0,30.283,0,27.542,0,97.4,2760.8,SVANDOO,16.84,Ml,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,104,0,64.8,0,34.095,0,35.224,0,60.5,134.1,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,135,0,27.364,0,32.486,0,29.359,0,90.9,223.3,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,93,0,28.718,0,63.9,0,29.676,0,66.3,345.6,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,86,0,26.419,0,31.333,0,28.515,0,94,431.9,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,106,0,26.335,0,31.202,0,28.368,0,94.4,517.8,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,89,0,26.275,0,31.073,0,28.608,0,94.3,603.7,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,93,0,29.005,0,35.093,0,28.622,0,87.4,696.4,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,106,0,26.189,0,30.981,0,28.381,0,94.8,782,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,104,0,30.252,0,36.106,0,32.804,0,81.8,881.2,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,88,0,25.762,0,30.751,0,28.151,0,95.8,965.8,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,146,0,28.698,0,36.286,0,30.641,0,84.8,1061.4,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,118,0,25.713,0,30.577,0,28.319,0,95.8,1146,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,83,0,28.476,0,34.857,0,35.243,0,82.2,1244.6,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2029,237,6662,101473,1277,328,0
14,91,0,324.4,0,33.595,0,30.639,0,20.9,1633.3,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2059,237,672,101468,688,49,0
15,84,0,27.766,0,32.004,0,31.621,0,88.7,1724.7,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2064,237,666,101467,1326,60,0
16,104,0,25.354,0,30.206,0,27.454,0,97.7,1807.7,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
17,83,0,29.213,0,36.932,0,36.12,0,79.3,1910,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2032,237,6807,10146,1274,44,0
18,128,0,25.127,0,29.882,0,27.762,0,97.9,1992.7,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
19,118,0,30.813,0,37.792,0,35.053,0,78.2,2096.4,J,27.73043478,DRAGONR,235,Location 7,Free Practice 1,2045,236,6693,101462,224,353,0
20,126,0,317.5,0,35.204,0,31.461,0,21.1,2480.6,J,27.73043478,DRAGONR,250,Location 7,Free Practice 1,2003,232,6946,101451,1065,13,0
21,106,0,28.325,0,35.873,0,35.906,0,81,2580.7,J,27.73043478,DRAGONR,235,Location 7,Free Practice 1,1998,231,6767,101449,1508,22,0
22,69,2,25.004,2,29.871,2,27.426,2,98.5,2663,J,27.73043478,DRAGONR,235,Location 7,Free Practice 1,1999,23,6767,101451,216,60,0
23,72,0,28.854,0,37.581,0,30.733,0,83.4,2760.2,J,27.73043478,DRAGONR,235,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,85,0,66.2,0,34.7,0,38.359,0,58.2,139.3,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,71,0,26.753,0,31.791,0,35.928,0,85.8,233.7,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,91,0,32.226,0,52.448,0,30.68,0,70.3,349.1,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,72,0,26.143,0,31.33,0,28.558,0,94.2,435.1,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,71,0,26.505,0,31.083,0,28.714,0,93.9,521.4,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,99,0,26.122,0,31.098,0,28.363,0,94.7,607,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,83,0,34.034,0,36.782,0,30.305,0,80.2,708.1,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,86,0,25.735,0,30.664,0,28.247,0,95.8,792.8,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,69,0,25.988,0,30.806,0,28.191,0,95.4,877.8,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,78,0,33.209,0,39.487,0,33.957,0,76,984.4,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,94,0,25.572,0,31.07,0,28.162,0,95.6,1069.2,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,76,0,27.286,0,33.718,0,33.348,0,85.9,1163.6,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,88,0,433.8,0,33.475,0,32.527,0,16.2,1663.4,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2059,237,672,101468,688,49,0
14,88,0,27.503,0,34.145,0,29.726,0,88.7,1754.7,SM,34.55454545,DRAGONo,235,Location 7,Free Practice 1,2038,237,6744,101464,1547,68,0
15,91,0,24.971,2,29.651,0,27.606,0,98.6,1837,SM,34.55454545,DRAGONo,235,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
16,84,0,29.291,0,35.943,0,34.854,0,81,1937,SM,34.55454545,DRAGONo,235,Location 7,Free Practice 1,2064,237,6647,101461,149,75,0
17,79,0,25.358,0,30.266,0,27.835,0,97.1,2020.5,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
18,105,0,28.676,0,33.779,0,31.304,0,86.5,2114.3,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2031,235,6704,101457,1848,352,0
19,68,0,328.7,0,34.784,0,30.214,0,20.6,2508,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,2003,232,6946,101451,1065,13,0
20,115,0,28.127,0,34.004,0,31.353,0,86.7,2601.4,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,1998,231,6767,101449,1508,22,0
21,75,2,24.988,0,29.554,2,27.496,2,98.8,2683.5,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,1999,23,6767,101451,216,60,0
22,112,0,28.562,0,33.235,0,28.228,0,90.1,2773.5,SM,34.55454545,DRAGONo,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,92,0,62.2,0,35.187,0,34.846,0,61.3,132.3,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,72,0,27.693,0,33.64,0,33.612,0,85.4,227.2,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,100,0,30.259,0,59.477,0,32.986,0,66.1,349.9,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,91,0,26.306,0,31.38,0,36.118,0,86.4,443.7,NN,21.3125,ROK ,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,141,0,26.183,0,31,0,28.611,0,94.5,529.5,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,88,0,25.931,0,31.328,0,28.385,0,94.7,615.2,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,131,0,25.978,0,31.904,0,28.512,0,93.8,701.6,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,98,0,26.21,0,31.574,0,28.128,0,94.4,787.5,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,74,0,29.574,0,35.509,0,33.114,0,82.6,885.7,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,70,0,25.723,0,30.777,0,27.932,0,96,970.1,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,88,0,31.796,0,40.778,0,35.321,0,75.1,1078,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,87,0,25.377,0,30.408,0,28.222,0,96.5,1162,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,73,0,30.239,0,35.853,0,30.31,0,84.1,1258.4,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2029,237,6662,101473,1277,328,0
14,82,0,25.521,0,30.594,0,34.612,0,89.4,1349.1,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2023,235,667,101472,61,44,0
15,93,0,316.7,0,33.462,0,38.333,0,20.9,1737.6,NN,21.3125,ROK ,235,Location 7,Free Practice 1,2064,237,666,101467,1326,60,0
16,111,2,25.262,0,29.544,2,27.421,2,98.6,1819.8,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
17,117,0,29.018,0,36.231,0,30.756,0,84.4,1915.8,NN,21.3125,ROK ,235,Location 7,Free Practice 1,2032,237,6807,10146,1274,44,0
18,73,0,25.279,0,30.286,0,27.604,0,97.5,1999,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
19,85,0,26.596,0,32.482,0,34.13,0,87,2092.2,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2045,236,6693,101462,224,353,0
20,87,0,141.6,0,33.841,0,30.124,0,39.4,2297.8,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2024,232,6675,101454,1522,10,0
21,71,0,27.924,0,32.396,0,34.724,0,85.3,2392.8,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2008,232,6744,101453,2781,66,0
22,87,0,25.05,2,29.809,0,27.457,0,98.5,2475.1,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2003,232,6946,101451,1065,13,0
23,102,0,26.876,0,32.359,0,33.798,0,87.1,2568.1,NN,21.3125,ROK ,250,Location 7,Free Practice 1,2009,232,6758,101451,155,13,0
24,83,0,88.6,0,34.039,0,31.494,0,52.6,2722.3,NN,21.3125,ROK ,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,87,0,91.8,0,38.396,0,32.335,0,49.9,162.5,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,97,0,27.529,0,32.636,0,33.238,0,86.8,255.9,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2052,239,6614,101494,804,33,0
3,106,0,46.196,0,38.015,0,29.299,0,71.4,369.4,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2085,24,6539,101493,2184,9,0
4,70,0,26.754,0,31.91,0,29.033,0,92.4,457.1,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,96,0,26.85,0,31.817,0,29.03,0,92.4,544.8,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2062,24,6625,101491,977,117,0
6,70,0,26.78,0,31.725,0,28.805,0,92.9,632.1,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,104,0,26.572,0,31.595,0,28.737,0,93.3,719,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,69,0,29.606,0,36.47,0,33.606,0,81.3,818.7,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,81,0,26.472,0,31.442,0,28.762,0,93.5,905.4,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2097,239,653,101482,1054,346,0
10,83,0,26.235,0,31.494,0,28.784,0,93.7,991.9,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,74,0,26.938,0,31.682,0,28.957,0,92.6,1079.5,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,89,0,33.077,0,37.079,0,32.107,0,79.3,1181.7,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,100,0,26.121,0,31.372,0,28.589,0,94.2,1267.8,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2024,236,6657,101472,878,322,0
14,93,0,31.717,0,36.725,0,33.434,0,79.6,1369.7,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2023,235,667,101472,61,44,0
15,92,0,25.898,0,31.016,0,28.174,0,95.3,1454.8,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2084,235,6539,101473,1401,84,0
16,93,0,29.274,0,35.087,0,35.475,0,81.2,1554.6,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2081,237,6682,10147,1176,96,0
17,108,0,287.1,0,37.902,0,32.601,0,22.7,1912.2,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2032,237,6807,10146,1274,44,0
18,90,0,30.977,0,37.69,0,33.757,0,79.2,2014.6,OTUR,19.9125,NIO ,235,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
19,68,0,25.352,0,30.319,0,27.732,0,97.2,2098,OTUR,19.9125,NIO ,235,Location 7,Free Practice 1,2045,236,6693,101462,224,353,0
20,123,0,30.303,0,38.149,0,34.143,0,79,2200.6,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2031,234,667,101455,216,9,0
21,73,0,25.769,0,30.802,0,28.071,0,95.8,2285.3,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2024,232,6675,101454,1522,10,0
22,109,0,28.578,0,33.314,0,34.897,0,83.8,2382,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,2008,232,6744,101453,2781,66,0
23,122,0,170.9,0,35.023,0,33.905,0,33.8,2621.9,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,1998,231,6767,101449,1508,22,0
24,84,2,25.328,2,29.959,2,27.476,2,98,2704.6,OTUR,19.9125,NIO ,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,148,0,82.3,0,35.807,0,31.339,0,54.3,149.4,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,131,0,27.293,0,31.684,0,28.769,0,92.4,237.1,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,70,0,34.27,0,50.317,0,29.344,0,71.2,351.1,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,75,0,26.459,0,31.224,0,30.481,0,92,439.2,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,70,0,26.487,0,31.178,0,28.563,0,94,525.5,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,69,0,26.38,0,31.357,0,28.494,0,94,611.7,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2077,24,6793,101494,0,61,0
7,72,0,26.48,0,31.642,0,30.087,0,91.9,699.9,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,102,0,26.298,0,30.774,0,28.25,0,95,785.2,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2103,24,6553,101484,2124,49,0
9,95,0,26.544,0,30.935,0,31.399,0,91.2,874.1,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2093,239,6544,101485,216,36,0
10,106,0,32.349,0,37.195,0,33.984,0,78.3,977.6,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2088,238,6541,101478,573,349,0
11,77,0,25.951,0,30.797,0,28.226,0,95.4,1062.6,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2079,238,6566,101479,1418,44,0
12,136,0,30.64,0,36.479,0,36.566,0,78.2,1166.3,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2033,238,6654,101473,216,358,0
13,73,0,25.771,0,30.698,0,28.144,0,95.8,1250.9,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2029,237,6662,101473,1277,328,0
14,75,0,28.103,0,37.708,0,34.329,0,81,1351.1,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2023,235,667,101472,61,44,0
15,69,0,25.639,0,30.376,0,28.035,0,96.5,1435.1,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2051,235,6599,101471,1078,64,0
16,103,0,29,0,33.924,0,33.862,0,83.8,1531.9,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2081,237,6682,10147,1176,96,0
17,120,0,240.6,0,33.734,0,36.684,0,26.1,1842.9,TB,24.54583333,NIOO,235,Location 7,Free Practice 1,2026,237,6807,101462,84,73,0
18,70,0,25.441,2,29.909,0,27.638,0,97.7,1925.9,TB,24.54583333,NIOO,235,Location 7,Free Practice 1,2064,237,6647,101461,149,75,0
19,118,0,27.981,0,36.659,0,29.343,0,86.3,2019.8,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2051,236,6753,101458,1302,117,0
20,162,0,25.492,0,30.325,0,27.715,0,97.1,2103.4,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2031,235,6704,101457,1848,352,0
21,93,0,28.874,0,32.957,0,32.024,0,86.4,2197.2,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,2031,234,667,101455,216,9,0
22,96,0,341.9,0,38.319,0,35.422,0,19.5,2612.9,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,1998,231,6767,101449,1508,22,0
23,82,2,25.598,0,29.608,2,27.422,2,98.1,2695.5,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,1999,23,6767,101451,216,60,0
24,97,0,29.839,0,37.462,0,32.474,0,81.3,2795.3,TB,24.54583333,NIOO,250,Location 7,Free Practice 1,1965.822222,184.3555556,5739.555556,97414.71111,969.5555556,102.0666667,0
1,99,0,58.907,0,36.355,0,35.469,0,62,130.7,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2072,242,6573,101495,1243,5,0
2,135,0,26.451,0,32.247,0,30.669,0,90.7,220.1,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2067,24,656,101493,216,5,0
3,127,0,28.743,0,63.4,0,30.99,0,65.8,343.2,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2064,24,6595,101495,0,54,0
4,75,0,25.939,0,30.747,0,28.232,0,95.5,428.1,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,21,24,6513,101498,2239,37,0
5,111,0,26.491,0,31.245,0,28.168,0,94.4,514,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2071,24,6576,101495,2185,36,0
6,138,0,26.876,0,30.742,0,28.259,0,94.4,599.9,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2062,24,6625,101491,977,117,0
7,98,0,26.094,0,30.725,0,28.134,0,95.4,684.9,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2082,24,6716,101491,834,63,0
8,88,0,26.009,0,30.827,0,28.101,0,95.4,769.8,AL,34.00909091,MAHINDRAd,250,Location 7,Free Practice 1,2098,24,663,101489,1383,45,0
